Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,high_value_flag
6969,CA-2016-110765,16/10/2016,20/10/2016,Second Class,MP-17965,Michael Paige,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,0
7799,CA-2018-166184,24/03/2018,27/03/2018,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,469.99,0
7928,CA-2018-120404,20/11/2018,24/11/2018,Second Class,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,569.99,0
8163,CA-2016-120915,28/09/2016,3/10/2016,Second Class,JJ-15445,Jennifer Jackson,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,0
9142,CA-2017-139409,5/9/2017,7/9/2017,First Class,FW-14395,Fred Wasserman,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,0
9394,CA-2015-125997,20/09/2015,23/09/2015,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,629.95,0
9399,CA-2015-125997,20/09/2015,23/09/2015,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1349.91,1
9579,CA-2018-152975,14/09/2018,16/09/2018,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,1
332,US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,0
344,CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2 x 4 1/2 x 1, White",71.928,0
614,CA-2017-121223,11/9/2017,13/09/2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,0
972,CA-2015-115791,16/01/2015,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,0
1650,CA-2016-120341,26/09/2016,29/09/2016,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,0
3600,CA-2015-102869,9/9/2015,14/09/2015,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516,0
3782,CA-2016-135314,9/7/2016,14/07/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.982,0
4804,CA-2018-136364,13/07/2018,17/07/2018,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,39.594,0
5421,US-2017-151827,31/03/2017,2/4/2017,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.782,0
7359,US-2015-115189,30/12/2015,3/1/2016,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.964,0
7417,US-2017-114013,13/03/2017,15/03/2017,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,539.91,0
8249,CA-2017-133816,10/5/2017,13/05/2017,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 -�speaker phone,743.988,0
9116,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,429.6,0
241,CA-2017-157749,4/6/2017,9/6/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,0
392,US-2015-135972,21/09/2015,23/09/2015,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.0,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,0
453,CA-2017-166674,1/4/2017,3/4/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.0,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,0
534,CA-2017-168753,29/05/2017,1/6/2017,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,0
615,CA-2018-138611,14/11/2018,17/11/2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123.0,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,0
633,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,0
691,US-2015-117135,21/06/2015,23/06/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980.0,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference�phone�- Charcoal black,284.82,0
749,CA-2017-150889,20/03/2017,22/03/2017,Second Class,PB-19105,Peter B�hler,Consumer,United States,Evanston,Illinois,60201.0,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,0
832,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,0
833,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,0
957,CA-2018-102414,15/05/2018,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",29.592,0
983,CA-2015-163419,11/11/2015,14/11/2015,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027.0,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,0
1306,CA-2017-101966,14/07/2017,16/07/2017,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036.0,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,419.944,0
1379,CA-2015-126361,4/8/2015,9/8/2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96,0
1538,CA-2018-121888,15/09/2018,17/09/2018,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149.0,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,0
1593,CA-2016-122826,23/06/2016,25/06/2016,Second Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502.0,West,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home�Telephone,201.568,0
1736,CA-2018-101483,29/07/2018,1/8/2018,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,0
1932,CA-2017-152121,27/11/2017,29/11/2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254.0,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,0
2171,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,0
2210,CA-2015-125556,14/11/2015,16/11/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824.0,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,0
2234,CA-2016-123232,14/12/2016,16/12/2016,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206.0,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,0
2495,CA-2017-146206,10/9/2017,14/09/2017,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,0
2538,CA-2016-168746,27/01/2016,29/01/2016,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105.0,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,0
2539,CA-2016-168746,27/01/2016,29/01/2016,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105.0,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37,0
2650,CA-2015-131002,7/9/2015,12/9/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,104.85,0
2915,CA-2016-134747,12/10/2016,17/10/2016,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,135.72,0
2917,CA-2016-134747,12/10/2016,17/10/2016,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,0
3344,CA-2017-145982,27/08/2017,1/9/2017,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169.0,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,59.97,0
3857,US-2018-105389,23/10/2018,28/10/2018,Second Class,DM-13015,Darrin Martin,Consumer,United States,San Antonio,Texas,78207.0,Central,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,0
3876,CA-2017-136231,5/9/2017,7/9/2017,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784,0
3887,CA-2017-167759,3/3/2017,8/3/2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401.0,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces�Headset,134.85,0
3922,CA-2017-110044,28/06/2017,2/7/2017,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976,0
4306,CA-2015-162278,26/10/2015,30/10/2015,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105.0,West,TEC-PH-10000526,Technology,Phones,Vtech CS6719,383.96,0
4320,CA-2015-152345,29/12/2015,3/1/2016,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105.0,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,0
4362,US-2018-163195,17/02/2018,21/02/2018,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,Louisiana,70506.0,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,0
4545,CA-2016-126557,12/7/2016,17/07/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,0
4546,CA-2016-126557,12/7/2016,17/07/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719,537.544,0
4550,CA-2016-126557,12/7/2016,17/07/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,659.168,0
4772,US-2015-167262,31/10/2015,3/11/2015,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323.0,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,0
4909,CA-2015-133809,18/11/2015,23/11/2015,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014.0,East,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,0
5060,CA-2017-109722,5/12/2017,7/12/2017,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324.0,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,0
5672,CA-2016-141012,9/6/2016,11/6/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201.0,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,0
6279,US-2017-139087,17/07/2017,22/07/2017,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105.0,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,0
6453,US-2016-110261,19/12/2016,23/12/2016,Second Class,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,0
6578,CA-2016-153752,6/12/2016,11/12/2016,Second Class,RO-19780,Rose OBrian,Consumer,United States,Arlington,Virginia,22204.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,173.94,0
6992,CA-2016-109386,8/11/2016,13/11/2016,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666.0,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,0
7742,CA-2016-147816,24/09/2016,26/09/2016,Second Class,CM-11935,Carlos Meador,Consumer,United States,Tucson,Arizona,85705.0,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,35.12,0
7987,CA-2017-137939,20/07/2017,23/07/2017,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,0
8393,CA-2017-142594,1/12/2017,6/12/2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038.0,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 -�speaker phone,137.94,0
8815,CA-2016-144274,23/11/2016,25/11/2016,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805.0,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,0
9175,CA-2018-119424,12/6/2018,14/06/2018,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031.0,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,0
9517,CA-2016-123939,24/08/2016,26/08/2016,Second Class,MS-17710,Maurice Satty,Consumer,United States,Bowling Green,Ohio,43402.0,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",26.982,0
9758,CA-2018-113705,27/03/2018,29/03/2018,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223.0,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,206.1,0
282,US-2016-161991,26/09/2016,28/09/2016,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,1
3045,CA-2016-135174,30/04/2016,2/5/2016,Second Class,BP-11230,Benjamin Patterson,Consumer,United States,Troy,Ohio,45373.0,East,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,1
4298,CA-2018-129021,23/08/2018,26/08/2018,Second Class,PO-18850,Patrick OBrill,Consumer,United States,Tallahassee,Florida,32303.0,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896,1
650,CA-2017-160745,11/12/2017,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661.0,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,0
668,CA-2018-132682,8/6/2018,10/6/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081.0,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC�Speaker Phone,381.576,0
865,CA-2017-134474,5/1/2017,7/1/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",59.184,0
1299,CA-2017-134425,8/12/2017,12/12/2017,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106.0,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,0
1923,CA-2017-156685,8/7/2017,10/7/2017,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017.0,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,0
1977,CA-2015-110408,18/10/2015,20/10/2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,1
2593,CA-2018-128300,24/11/2018,26/11/2018,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483.0,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,0
3147,CA-2018-131828,11/2/2018,13/02/2018,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105.0,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",88.776,0
3278,CA-2015-102988,5/4/2015,9/4/2015,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,28.99,0
3306,CA-2015-104738,30/12/2015,1/1/2016,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",217.584,0
3307,CA-2015-104738,30/12/2015,1/1/2016,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776,0
3462,CA-2018-114258,5/11/2018,10/11/2018,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Dallas,Texas,75081.0,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,492.768,0
3523,CA-2017-114482,21/11/2017,25/11/2017,Second Class,DM-13345,Denise Monton,Corporate,United States,Des Moines,Iowa,50315.0,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e -�speaker phone,404.94,0
3693,US-2016-131359,30/10/2016,2/11/2016,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96,0
4847,CA-2015-164469,25/06/2015,27/06/2015,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,263.96,0
4966,CA-2016-109708,25/05/2016,28/05/2016,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Columbia,Tennessee,38401.0,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,0
5160,CA-2016-156146,26/10/2016,30/10/2016,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345.0,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,0
5161,CA-2016-156146,26/10/2016,30/10/2016,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345.0,West,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,68.72,0
5488,CA-2018-134495,1/4/2018,4/4/2018,Second Class,BF-11020,Barry Franz�sisch,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,0
5717,CA-2016-124107,9/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,0
6854,US-2018-162670,23/12/2018,28/12/2018,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,0
7017,CA-2015-114790,11/3/2015,13/03/2015,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,587.97,0
7578,CA-2015-134726,2/11/2015,7/11/2015,Second Class,SW-20755,Steven Ward,Corporate,United States,Seattle,Washington,98115.0,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,0
7758,CA-2018-112844,13/11/2018,16/11/2018,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,14215.0,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,0
8440,CA-2018-114370,14/03/2018,17/03/2018,Second Class,BN-11470,Brad Norvell,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.616,0
8558,CA-2017-132829,23/12/2017,26/12/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,0
8560,CA-2017-132829,23/12/2017,26/12/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,0
8561,CA-2017-132829,23/12/2017,26/12/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,131.88,0
8899,CA-2016-163237,7/8/2016,9/8/2016,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,0
9298,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501.0,Central,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,0
9302,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501.0,Central,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.968,0
183,CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.0,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,0
184,CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.0,South,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,0
489,CA-2015-133753,9/6/2015,13/06/2015,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.0,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992,0
1028,CA-2017-126529,11/1/2017,13/01/2017,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,0
1697,CA-2016-156335,25/09/2016,28/09/2016,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002.0,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,0
1757,CA-2016-135622,8/12/2016,11/12/2016,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106.0,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,1
1828,CA-2017-109344,8/2/2017,11/2/2017,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,1
1919,CA-2016-123673,30/10/2016,1/11/2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227.0,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,0
1931,US-2018-101539,16/03/2018,18/03/2018,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105.0,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,0
